"","x"
"4110","VN-70"
"4111","VN-71"
"4112","VN-72"
"4113","VN-73"
"4114","VU-"
"4115","VU-MAP"
"4116","VU-PAM"
"4117","VU-SAM"
"4118","VU-SEE"
"4119","VU-TAE"
"4120","VU-TOB"
"4121","WF-"
"4122","WS-"
"4123","WS-AA"
"4124","WS-AL"
"4125","WS-AT"
"4126","WS-FA"
"4127","WS-GE"
"4128","WS-GI"
"4129","WS-PA"
"4130","WS-SA"
"4131","WS-TU"
"4132","WS-VF"
"4133","WS-VS"
"4134","XK-"
"4135","XX-"
"4136","YE-"
"4137","YE-AB"
"4138","YE-AD"
"4139","YE-AM"
"4140","YE-BA"
"4141","YE-DA"
"4142","YE-DH"
"4143","YE-HD"
"4144","YE-HJ"
"4145","YE-HU"
"4146","YE-IB"
"4147","YE-JA"
"4148","YE-LA"
"4149","YE-MA"
"4150","YE-MR"
"4151","YE-MW"
"4152","YE-SA"
"4153","YE-SD"
"4154","YE-SH"
"4155","YE-SN"
"4156","YE-TA"
"4157","YT-"
"4158","ZA-"
"4159","ZA-EC"
"4160","ZA-FS"
"4161","ZA-GT"
"4162","ZA-LP"
"4163","ZA-MP"
"4164","ZA-NC"
"4165","ZA-NL"
"4166","ZA-NW"
"4167","ZA-WC"
"4168","ZM-"
"4169","ZM-01"
"4170","ZM-02"
"4171","ZM-03"
"4172","ZM-04"
"4173","ZM-05"
"4174","ZM-06"
"4175","ZM-07"
"4176","ZM-08"
"4177","ZM-09"
"4178","ZW-"
"4179","ZW-BU"
"4180","ZW-HA"
"4181","ZW-MA"
"4182","ZW-MC"
"4183","ZW-ME"
"4184","ZW-MI"
"4185","ZW-MN"
"4186","ZW-MS"
"4187","ZW-MV"
"4188","ZW-MW"
"4189","AR-A-AN"
"4190","AR-A-CA"
"4191","AR-A-CE"
"4192","AR-A-CF"
"4193","AR-A-CH"
"4194","AR-A-GG"
"4195","AR-A-GM"
"4196","AR-A-GU"
"4197","AR-A-IR"
"4198","AR-A-LA"
"4199","AR-A-LC"
"4200","AR-A-LD"
"4201","AR-A-LP"
"4202","AR-A-LV"
"4203","AR-A-ME"
"4204","AR-A-MO"
"4205","AR-A-OR"
"4206","AR-A-RF"
"4207","AR-A-RI"
"4208","AR-A-RL"
"4209","AR-A-SA"
"4210","AR-A-SC"
"4211","AR-A-SV"
"4212","AR-B-AA"
"4213","AR-B-AB"
"4214","AR-B-AC"
"4215","AR-B-AL"
"4216","AR-B-AM"
"4217","AR-B-AV"
"4218","AR-B-AY"
"4219","AR-B-AZ"
"4220","AR-B-BB"
"4221","AR-B-BC"
"4222","AR-B-BD"
"4223","AR-B-BG"
"4224","AR-B-BJ"
"4225","AR-B-BM"
"4226","AR-B-BO"
"4227","AR-B-BR"
"4228","AR-B-BS"
"4229","AR-B-BZ"
"4230","AR-B-CA"
"4231","AR-B-CB"
"4232","AR-B-CC"
"4233","AR-B-CD"
"4234","AR-B-CE"
"4235","AR-B-CH"
"4236","AR-B-CI"
"4237","AR-B-CL"
"4238","AR-B-CM"
"4239","AR-B-CO"
"4240","AR-B-CP"
"4241","AR-B-CR"
"4242","AR-B-CS"
"4243","AR-B-CT"
"4244","AR-B-CV"
"4245","AR-B-DA"
"4246","AR-B-DO"
"4247","AR-B-EB"
"4248","AR-B-EC"
"4249","AR-B-EN"
"4250","AR-B-ES"
"4251","AR-B-FC"
"4252","AR-B-GA"
"4253","AR-B-GB"
"4254","AR-B-GD"
"4255","AR-B-GE"
"4256","AR-B-GG"
"4257","AR-B-GH"
"4258","AR-B-GI"
"4259","AR-B-GJ"
"4260","AR-B-GL"
"4261","AR-B-GM"
"4262","AR-B-GN"
"4263","AR-B-GP"
"4264","AR-B-GR"
"4265","AR-B-GS"
"4266","AR-B-GT"
"4267","AR-B-GU"
"4268","AR-B-GV"
"4269","AR-B-GZ"
"4270","AR-B-HY"
"4271","AR-B-JU"
"4272","AR-B-LA"
"4273","AR-B-LB"
"4274","AR-B-LC"
"4275","AR-B-LF"
"4276","AR-B-LI"
"4277","AR-B-LM"
"4278","AR-B-LO"
"4279","AR-B-LR"
"4280","AR-B-LS"
"4281","AR-B-LT"
"4282","AR-B-LU"
"4283","AR-B-LZ"
"4284","AR-B-MA"
"4285","AR-B-MC"
"4286","AR-B-MD"
"4287","AR-B-ME"
"4288","AR-B-MH"
"4289","AR-B-ML"
"4290","AR-B-MN"
"4291","AR-B-MP"
"4292","AR-B-MR"
"4293","AR-B-MT"
"4294","AR-B-NA"
"4295","AR-B-NE"
"4296","AR-B-NJ"
"4297","AR-B-OL"
"4298","AR-B-PA"
"4299","AR-B-PE"
"4300","AR-B-PG"
"4301","AR-B-PI"
"4302","AR-B-PJ"
"4303","AR-B-PL"
"4304","AR-B-PU"
"4305","AR-B-PX"
"4306","AR-B-QU"
"4307","AR-B-RI"
"4308","AR-B-RM"
"4309","AR-B-RO"
"4310","AR-B-RP"
"4311","AR-B-RU"
"4312","AR-B-SA"
"4313","AR-B-SC"
"4314","AR-B-SD"
"4315","AR-B-SE"
"4316","AR-B-SF"
"4317","AR-B-SG"
"4318","AR-B-SI"
"4319","AR-B-SL"
"4320","AR-B-SN"
"4321","AR-B-SP"
"4322","AR-B-SQ"
"4323","AR-B-ST"
"4324","AR-B-SU"
"4325","AR-B-TA"
"4326","AR-B-TD"
"4327","AR-B-TF"
"4328","AR-B-TI"
"4329","AR-B-TL"
"4330","AR-B-TO"
"4331","AR-B-TP"
"4332","AR-B-TQ"
"4333","AR-B-TR"
"4334","AR-B-VG"
"4335","AR-B-VI"
"4336","AR-B-VL"
"4337","AR-B-VM"
"4338","AR-B-ZA"
"4339","AR-C-DF"
"4340","AR-D-AY"
"4341","AR-D-BE"
"4342","AR-D-CH"
"4343","AR-D-CP"
"4344","AR-D-GD"
"4345","AR-D-GP"
"4346","AR-D-JU"
"4347","AR-D-LC"
"4348","AR-D-LM"
"4349","AR-E-CC"
"4350","AR-E-CO"
"4351","AR-E-DI"
"4352","AR-E-FC"
"4353","AR-E-FE"
"4354","AR-E-FL"
"4355","AR-E-GC"
"4356","AR-E-GG"
"4357","AR-E-II"
"4358","AR-E-IS"
"4359","AR-E-LP"
"4360","AR-E-NO"
"4361","AR-E-PA"
"4362","AR-E-TA"
"4363","AR-E-UR"
"4364","AR-E-VC"
"4365","AR-E-VG"
"4366","AR-F-AR"
"4367","AR-F-CB"
"4368","AR-F-CF"
"4369","AR-F-CL"
"4370","AR-F-CM"
"4371","AR-F-FA"
"4372","AR-F-GB"
"4373","AR-F-GL"
"4374","AR-F-GM"
"4375","AR-F-GO"
"4376","AR-F-GP"
"4377","AR-F-GQ"
"4378","AR-F-IN"
"4379","AR-F-LR"
"4380","AR-F-RP"
"4381","AR-F-SA"
"4382","AR-F-SS"
"4383","AR-F-VI"
"4384","AR-G-AG"
"4385","AR-G-AL"
"4386","AR-G-AT"
"4387","AR-G-AV"
"4388","AR-G-BA"
"4389","AR-G-BE"
"4390","AR-G-CH"
"4391","AR-G-CO"
"4392","AR-G-FI"
"4393","AR-G-GT"
"4394","AR-G-GU"
"4395","AR-G-JI"
"4396","AR-G-JM"
"4397","AR-G-LO"
"4398","AR-G-MI"
"4399","AR-G-MO"
"4400","AR-G-OJ"
"4401","AR-G-PE"
"4402","AR-G-QU"
"4403","AR-G-RH"
"4404","AR-G-RI"
"4405","AR-G-RO"
"4406","AR-G-SE"
"4407","AR-G-SI"
"4408","AR-G-SM"
"4409","AR-G-SR"
"4410","AR-G-SV"
"4411","AR-H-AB"
"4412","AR-H-BE"
"4413","AR-H-CF"
"4414","AR-H-CH"
"4415","AR-H-DC"
"4416","AR-H-FJ"
"4417","AR-H-GB"
"4418","AR-H-GD"
"4419","AR-H-GG"
"4420","AR-H-IN"
"4421","AR-H-LI"
"4422","AR-H-LM"
"4423","AR-H-MA"
"4424","AR-H-MF"
"4425","AR-H-NJ"
"4426","AR-H-OH"
"4427","AR-H-PM"
"4428","AR-H-PP"
"4429","AR-H-QU"
"4430","AR-H-SC"
"4431","AR-H-SF"
"4432","AR-H-SL"
"4433","AR-H-TA"
"4434","AR-H-VM"
"4435","AR-J-AL"
"4436","AR-J-AN"
"4437","AR-J-CC"
"4438","AR-J-CH"
"4439","AR-J-CL"
"4440","AR-J-IG"
"4441","AR-J-JA"
"4442","AR-J-PO"
"4443","AR-J-RA"
"4444","AR-J-RI"
"4445","AR-J-SA"
"4446","AR-J-SJ"
"4447","AR-J-SL"
"4448","AR-J-SM"
"4449","AR-J-UL"
"4450","AR-J-VF"
"4451","AR-J-VM"
"4452","AR-J-ZO"
"4453","AR-K-AC"
"4454","AR-K-AG"
"4455","AR-K-AM"
"4456","AR-K-AS"
"4457","AR-K-BE"
"4458","AR-K-CA"
"4459","AR-K-CT"
"4460","AR-K-EA"
"4461","AR-K-FE"
"4462","AR-K-LP"
"4463","AR-K-PA"
"4464","AR-K-PO"
"4465","AR-K-SM"
"4466","AR-K-SR"
"4467","AR-K-TI"
"4468","AR-K-VV"
"4469","AR-L-AT"
"4470","AR-L-CA"
"4471","AR-L-CC"
"4472","AR-L-CH"
"4473","AR-L-CL"
"4474","AR-L-CO"
"4475","AR-L-CP"
"4476","AR-L-CU"
"4477","AR-L-GU"
"4478","AR-L-HU"
"4479","AR-L-LM"
"4480","AR-L-LO"
"4481","AR-L-MA"
"4482","AR-L-PU"
"4483","AR-L-QQ"
"4484","AR-L-RA"
"4485","AR-L-RE"
"4486","AR-L-SR"
"4487","AR-L-TO"
"4488","AR-L-TR"
"4489","AR-L-UC"
"4490","AR-L-UT"
"4491","AR-M-GA"
"4492","AR-M-GC"
"4493","AR-M-GU"
"4494","AR-M-JU"
"4495","AR-M-LA"
"4496","AR-M-LC"
"4497","AR-M-LH"
"4498","AR-M-LP"
"4499","AR-M-ML"
"4500","AR-M-MP"
"4501","AR-M-MZ"
"4502","AR-M-RI"
"4503","AR-M-SC"
"4504","AR-M-SM"
"4505","AR-M-SR"
"4506","AR-M-ST"
"4507","AR-M-TN"
"4508","AR-M-TP"
"4509","AR-N-AP"
"4510","AR-N-CD"
"4511","AR-N-CG"
"4512","AR-N-CO"
"4513","AR-N-ED"
"4514","AR-N-GB"
"4515","AR-N-GU"
"4516","AR-N-IG"
"4517","AR-N-LA"
"4518","AR-N-LM"
"4519","AR-N-MO"
"4520","AR-N-OB"
"4521","AR-N-PS"
"4522","AR-N-SI"
"4523","AR-N-SJ"
"4524","AR-N-SP"
"4525","AR-N-VM"
"4526","AR-P-BE"
"4527","AR-P-FO"
"4528","AR-P-LA"
"4529","AR-P-MA"
"4530","AR-P-PA"
"4531","AR-P-PG"
"4532","AR-P-PM"
"4533","AR-P-PR"
"4534","AR-P-RL"
"4535","AR-Q-AL"
"4536","AR-Q-AN"
"4537","AR-Q-CC"
"4538","AR-Q-CL"
"4539","AR-Q-CM"
"4540","AR-Q-CO"
"4541","AR-Q-HU"
"4542","AR-Q-LA"
"4543","AR-Q-LL"
"4544","AR-Q-LO"
"4545","AR-Q-MI"
"4546","AR-Q-NO"
"4547","AR-Q-PE"
"4548","AR-Q-PI"
"4549","AR-Q-PL"
"4550","AR-Q-ZA"
"4551","AR-R-AA"
"4552","AR-R-AV"
"4553","AR-R-BA"
"4554","AR-R-CO"
"4555","AR-R-EC"
"4556","AR-R-GR"
"4557","AR-R-NJ"
"4558","AR-R-NO"
"4559","AR-R-PI"
"4560","AR-R-PM"
"4561","AR-R-SA"
"4562","AR-R-VA"
"4563","AR-R-VM"
"4564","AR-S-BE"
"4565","AR-S-CL"
"4566","AR-S-CO"
"4567","AR-S-CR"
"4568","AR-S-GA"
"4569","AR-S-GL"
"4570","AR-S-GO"
"4571","AR-S-IR"
"4572","AR-S-LC"
"4573","AR-S-LP"
"4574","AR-S-NJ"
"4575","AR-S-RO"
"4576","AR-S-SC"
"4577","AR-S-SJ"
"4578","AR-S-SL"
"4579","AR-S-SM"
"4580","AR-S-SR"
"4581","AR-S-SV"
"4582","AR-S-VE"
"4583","AR-T-BU"
"4584","AR-T-CA"
"4585","AR-T-CH"
"4586","AR-T-FA"
"4587","AR-T-GR"
"4588","AR-T-JA"
"4589","AR-T-LC"
"4590","AR-T-LE"
"4591","AR-T-LU"
"4592","AR-T-MO"
"4593","AR-T-RC"
"4594","AR-T-SI"
"4595","AR-T-TD"
"4596","AR-T-TM"
"4597","AR-T-TR"
"4598","AR-T-TV"
"4599","AR-T-YB"
"4600","AR-U-BI"
"4601","AR-U-CU"
"4602","AR-U-ES"
"4603","AR-U-FA"
"4604","AR-U-FU"
"4605","AR-U-GM"
"4606","AR-U-GS"
"4607","AR-U-LA"
"4608","AR-U-MA"
"4609","AR-U-PI"
"4610","AR-U-RA"
"4611","AR-U-RS"
"4612","AR-U-SA"
"4613","AR-U-TH"
"4614","AR-U-TN"
"4615","AR-V-RG"
"4616","AR-V-US"
"4617","AR-W-BA"
"4618","AR-W-BV"
"4619","AR-W-CC"
"4620","AR-W-CN"
"4621","AR-W-CO"
"4622","AR-W-EM"
"4623","AR-W-ES"
"4624","AR-W-GA"
"4625","AR-W-GO"
"4626","AR-W-GP"
"4627","AR-W-IT"
"4628","AR-W-IZ"
"4629","AR-W-LA"
"4630","AR-W-MB"
"4631","AR-W-MC"
"4632","AR-W-ME"
"4633","AR-W-PL"
"4634","AR-W-SA"
"4635","AR-W-SC"
"4636","AR-W-SG"
"4637","AR-W-SL"
"4638","AR-W-SM"
"4639","AR-W-SP"
"4640","AR-W-SR"
"4641","AR-W-ST"
"4642","AR-X-CA"
"4643","AR-X-CB"
"4644","AR-X-CE"
"4645","AR-X-CO"
"4646","AR-X-GM"
"4647","AR-X-GR"
"4648","AR-X-IS"
"4649","AR-X-JC"
"4650","AR-X-MI"
"4651","AR-X-MJ"
"4652","AR-X-PO"
"4653","AR-X-PP"
"4654","AR-X-PU"
"4655","AR-X-RC"
"4656","AR-X-RG"
"4657","AR-X-RP"
"4658","AR-X-RS"
"4659","AR-X-SA"
"4660","AR-X-SJ"
"4661","AR-X-SM"
"4662","AR-X-SO"
"4663","AR-X-SV"
"4664","AR-X-TA"
"4665","AR-X-TO"
"4666","AR-X-TU"
"4667","AR-X-UN"
"4668","AR-Y-CA"
"4669","AR-Y-CO"
"4670","AR-Y-EC"
"4671","AR-Y-HU"
"4672","AR-Y-LE"
"4673","AR-Y-PA"
"4674","AR-Y-RI"
"4675","AR-Y-SA"
"4676","AR-Y-SB"
"4677","AR-Y-SC"
"4678","AR-Y-SP"
"4679","AR-Y-SU"
"4680","AR-Y-TI"
"4681","AR-Y-TU"
"4682","AR-Y-VG"
"4683","AR-Y-YA"
"4684","AR-Z-CA"
"4685","AR-Z-DE"
"4686","AR-Z-GA"
"4687","AR-Z-LA"
"4688","AR-Z-LB"
"4689","AR-Z-MA"
"4690","AR-Z-RC"
"4691","AU-NSW-ALB"
"4692","AU-NSW-ARM"
"4693","AU-NSW-ASH"
"4694","AU-NSW-AUB"
"4695","AU-NSW-BAN"
"4696","AU-NSW-BAT"
"4697","AU-NSW-BEG"
"4698","AU-NSW-BEL"
"4699","AU-NSW-BER"
"4700","AU-NSW-BLA"
"4701","AU-NSW-BLK"
"4702","AU-NSW-BLL"
"4703","AU-NSW-BLR"
"4704","AU-NSW-BLU"
"4705","AU-NSW-BLY"
"4706","AU-NSW-BOG"
"4707","AU-NSW-BOM"
"4708","AU-NSW-BOO"
"4709","AU-NSW-BOT"
"4710","AU-NSW-BOU"
"4711","AU-NSW-BRE"
"4712","AU-NSW-BRO"
"4713","AU-NSW-BUR"
"4714","AU-NSW-BYR"
"4715","AU-NSW-CAB"
"4716","AU-NSW-CAM"
"4717","AU-NSW-CAN"
"4718","AU-NSW-CAR"
"4719","AU-NSW-CBY"
"4720","AU-NSW-CEN"
"4721","AU-NSW-CES"
"4722","AU-NSW-CLA"
"4723","AU-NSW-CLM"
"4724","AU-NSW-CMD"
"4725","AU-NSW-CMO"
"4726","AU-NSW-COB"
"4727","AU-NSW-COF"
"4728","AU-NSW-CON"
"4729","AU-NSW-COO"
"4730","AU-NSW-COR"
"4731","AU-NSW-COW"
"4732","AU-NSW-CTM"
"4733","AU-NSW-DEN"
"4734","AU-NSW-DUB"
"4735","AU-NSW-DUN"
"4736","AU-NSW-EUR"
"4737","AU-NSW-FAI"
"4738","AU-NSW-FOR"
"4739","AU-NSW-GDG"
"4740","AU-NSW-GHS"
"4741","AU-NSW-GIL"
"4742","AU-NSW-GLA"
"4743","AU-NSW-GLE"
"4744","AU-NSW-GLO"
"4745","AU-NSW-GOS"
"4746","AU-NSW-GOU"
"4747","AU-NSW-GRI"
"4748","AU-NSW-GRT"
"4749","AU-NSW-GUN"
"4750","AU-NSW-GUY"
"4751","AU-NSW-GWY"
"4752","AU-NSW-HAR"
"4753","AU-NSW-HAW"
"4754","AU-NSW-HAY"
"4755","AU-NSW-HOL"
"4756","AU-NSW-HOR"
"4757","AU-NSW-HUN"
"4758","AU-NSW-HUR"
"4759","AU-NSW-INV"
"4760","AU-NSW-JER"
"4761","AU-NSW-JUN"
"4762","AU-NSW-KEM"
"4763","AU-NSW-KIA"
"4764","AU-NSW-KOG"
"4765","AU-NSW-KRG"
"4766","AU-NSW-KYO"
"4767","AU-NSW-LAC"
"4768","AU-NSW-LAK"
"4769","AU-NSW-LAN"
"4770","AU-NSW-LEE"
"4771","AU-NSW-LEI"
"4772","AU-NSW-LHI"
"4773","AU-NSW-LIP"
"4774","AU-NSW-LIS"
"4775","AU-NSW-LIT"
"4776","AU-NSW-LIV"
"4777","AU-NSW-LOC"
"4778","AU-NSW-MAI"
"4779","AU-NSW-MAN"
"4780","AU-NSW-MAR"
"4781","AU-NSW-MID"
"4782","AU-NSW-MOR"
"4783","AU-NSW-MOS"
"4784","AU-NSW-MRM"
"4785","AU-NSW-MUR"
"4786","AU-NSW-MUS"
"4787","AU-NSW-NAM"
"4788","AU-NSW-NEW"
"4789","AU-NSW-NOR"
"4790","AU-NSW-NRB"
"4791","AU-NSW-NRM"
"4792","AU-NSW-NRN"
"4793","AU-NSW-NWN"
"4794","AU-NSW-OBE"
"4795","AU-NSW-ORA"
"4796","AU-NSW-PAL"
"4797","AU-NSW-PAR"
"4798","AU-NSW-PEN"
"4799","AU-NSW-PIT"
"4800","AU-NSW-PMH"
"4801","AU-NSW-PRM"
"4802","AU-NSW-PST"
"4803","AU-NSW-QUE"
"4804","AU-NSW-RAN"
"4805","AU-NSW-RIC"
"4806","AU-NSW-ROC"
"4807","AU-NSW-RYD"
"4808","AU-NSW-SHE"
"4809","AU-NSW-SHO"
"4810","AU-NSW-SIN"
"4811","AU-NSW-SNO"
"4812","AU-NSW-STR"
"4813","AU-NSW-SUT"
"4814","AU-NSW-SYD"
"4815","AU-NSW-TAM"
"4816","AU-NSW-TEM"
"4817","AU-NSW-TEN"
"4818","AU-NSW-THE"
"4819","AU-NSW-TMB"
"4820","AU-NSW-TMT"
"4821","AU-NSW-TWE"
"4822","AU-NSW-UPH"
"4823","AU-NSW-UPL"
"4824","AU-NSW-URL"
"4825","AU-NSW-URN"
"4826","AU-NSW-WAG"
"4827","AU-NSW-WAK"
"4828","AU-NSW-WAL"
"4829","AU-NSW-WAV"
"4830","AU-NSW-WED"
"4831","AU-NSW-WEL"
"4832","AU-NSW-WEN"
"4833","AU-NSW-WIL"
"4834","AU-NSW-WIN"
"4835","AU-NSW-WLC"
"4836","AU-NSW-WLG"
"4837","AU-NSW-WOL"
"4838","AU-NSW-WOO"
"4839","AU-NSW-WRG"
"4840","AU-NSW-WRM"
"4841","AU-NSW-WRR"
"4842","AU-NSW-WYO"
"4843","AU-NSW-YAS"
"4844","AU-NSW-YOU"
"4845","AU-NT-ALI"
"4846","AU-NT-ALY"
"4847","AU-NT-BAR"
"4848","AU-NT-BEL"
"4849","AU-NT-CEN"
"4850","AU-NT-COO"
"4851","AU-NT-DAR"
"4852","AU-NT-EAS"
"4853","AU-NT-KAT"
"4854","AU-NT-LIT"
"4855","AU-NT-MAC"
"4856","AU-NT-NHU"
"4857","AU-NT-PAL"
"4858","AU-NT-ROP"
"4859","AU-NT-TIW"
"4860","AU-NT-TOP"
"4861","AU-NT-VIC"
"4862","AU-NT-WAG"
"4863","AU-NT-WES"
"4864","AU-NT-YUL"
"4865","AU-QLD-AUR"
"4866","AU-QLD-BAL"
"4867","AU-QLD-BAN"
"4868","AU-QLD-BAR"
"4869","AU-QLD-BCL"
"4870","AU-QLD-BDK"
"4871","AU-QLD-BLA"
"4872","AU-QLD-BOU"
"4873","AU-QLD-BRI"
"4874","AU-QLD-BRK"
"4875","AU-QLD-BUL"
"4876","AU-QLD-BUN"
"4877","AU-QLD-CAI"
"4878","AU-QLD-CAR"
"4879","AU-QLD-CAS"
"4880","AU-QLD-CEN"
"4881","AU-QLD-CHA"
"4882","AU-QLD-CHE"
"4883","AU-QLD-CLO"
"4884","AU-QLD-COO"
"4885","AU-QLD-CRO"
"4886","AU-QLD-DIA"
"4887","AU-QLD-DOO"
"4888","AU-QLD-ETH"
"4889","AU-QLD-FLI"
"4890","AU-QLD-FRA"
"4891","AU-QLD-GLA"
"4892","AU-QLD-GOL"
"4893","AU-QLD-GOO"
"4894","AU-QLD-GYM"
"4895","AU-QLD-HIN"
"4896","AU-QLD-HOP"
"4897","AU-QLD-IPS"
"4898","AU-QLD-ISA"
"4899","AU-QLD-KOW"
"4900","AU-QLD-LOG"
"4901","AU-QLD-LON"
"4902","AU-QLD-LOR"
"4903","AU-QLD-LOV"
"4904","AU-QLD-MAC"
"4905","AU-QLD-MAP"
"4906","AU-QLD-MAR"
"4907","AU-QLD-MCK"
"4908","AU-QLD-MOR"
"4909","AU-QLD-MOU"
"4910","AU-QLD-MRB"
"4911","AU-QLD-MUR"
"4912","AU-QLD-NAP"
"4913","AU-QLD-NBU"
"4914","AU-QLD-NPA"
"4915","AU-QLD-PAL"
"4916","AU-QLD-PAR"
"4917","AU-QLD-POR"
"4918","AU-QLD-QUI"
"4919","AU-QLD-RED"
"4920","AU-QLD-RIC"
"4921","AU-QLD-ROC"
"4922","AU-QLD-SCE"
"4923","AU-QLD-SOB"
"4924","AU-QLD-SOD"
"4925","AU-QLD-SOM"
"4926","AU-QLD-SUN"
"4927","AU-QLD-TAB"
"4928","AU-QLD-TOO"
"4929","AU-QLD-TOR"
"4930","AU-QLD-TOW"
"4931","AU-QLD-TSI"
"4932","AU-QLD-WEI"
"4933","AU-QLD-WES"
"4934","AU-QLD-WHI"
"4935","AU-QLD-WIN"
"4936","AU-QLD-WOO"
"4937","AU-QLD-WUJ"
"4938","AU-QLD-YAR"
"4939","AU-SA-ADH"
"4940","AU-SA-ADL"
"4941","AU-SA-ALE"
"4942","AU-SA-ANA"
"4943","AU-SA-BAR"
"4944","AU-SA-BER"
"4945","AU-SA-BRW"
"4946","AU-SA-BUR"
"4947","AU-SA-CAM"
"4948","AU-SA-CED"
"4949","AU-SA-CHA"
"4950","AU-SA-CLA"
"4951","AU-SA-CLE"
"4952","AU-SA-COO"
"4953","AU-SA-COP"
"4954","AU-SA-ELL"
"4955","AU-SA-FLI"
"4956","AU-SA-FRA"
"4957","AU-SA-GAW"
"4958","AU-SA-GOY"
"4959","AU-SA-GRA"
"4960","AU-SA-HOL"
"4961","AU-SA-KAN"
"4962","AU-SA-KAR"
"4963","AU-SA-KIM"
"4964","AU-SA-KIN"
"4965","AU-SA-LIG"
"4966","AU-SA-LOW"
"4967","AU-SA-LOX"
"4968","AU-SA-MAL"
"4969","AU-SA-MAR"
"4970","AU-SA-MAT"
"4971","AU-SA-MID"
"4972","AU-SA-MIT"
"4973","AU-SA-MTB"
"4974","AU-SA-MTG"
"4975","AU-SA-MTR"
"4976","AU-SA-MUR"
"4977","AU-SA-NAR"
"4978","AU-SA-NOR"
"4979","AU-SA-NPS"
"4980","AU-SA-ONK"
"4981","AU-SA-ORR"
"4982","AU-SA-PAD"
"4983","AU-SA-PAU"
"4984","AU-SA-PET"
"4985","AU-SA-PLA"
"4986","AU-SA-PLI"
"4987","AU-SA-PPI"
"4988","AU-SA-PRO"
"4989","AU-SA-REN"
"4990","AU-SA-ROB"
"4991","AU-SA-ROX"
"4992","AU-SA-SAL"
"4993","AU-SA-SOU"
"4994","AU-SA-STR"
"4995","AU-SA-TAT"
"4996","AU-SA-TEA"
"4997","AU-SA-THE"
"4998","AU-SA-TUM"
"4999","AU-SA-UNI"
"5000","AU-SA-UNL"
"5001","AU-SA-VIC"
"5002","AU-SA-WAK"
"5003","AU-SA-WAL"
"5004","AU-SA-WAT"
"5005","AU-SA-WES"
"5006","AU-SA-WHY"
"5007","AU-SA-WUD"
"5008","AU-SA-YAN"
"5009","AU-SA-YOR"
"5010","AU-TAS-BRE"
"5011","AU-TAS-BRI"
"5012","AU-TAS-BUR"
"5013","AU-TAS-CCO"
"5014","AU-TAS-CHI"
"5015","AU-TAS-CIR"
"5016","AU-TAS-CLA"
"5017","AU-TAS-DER"
"5018","AU-TAS-DEV"
"5019","AU-TAS-DOR"
"5020","AU-TAS-FLI"
"5021","AU-TAS-GEO"
"5022","AU-TAS-GLA"
"5023","AU-TAS-GLE"
"5024","AU-TAS-HOB"
"5025","AU-TAS-HUO"
"5026","AU-TAS-KEN"
"5027","AU-TAS-KIN"
"5028","AU-TAS-KNS"
"5029","AU-TAS-LAT"
"5030","AU-TAS-LAU"
"5031","AU-TAS-MEA"
"5032","AU-TAS-NOR"
"5033","AU-TAS-SOR"
"5034","AU-TAS-SOU"
"5035","AU-TAS-TAS"
"5036","AU-TAS-WAR"
"5037","AU-TAS-WEC"
"5038","AU-TAS-WET"
"5039","AU-VIC-ALP"
"5040","AU-VIC-ARA"
"5041","AU-VIC-BAL"
"5042","AU-VIC-BAN"
"5043","AU-VIC-BAS"
"5044","AU-VIC-BAW"
"5045","AU-VIC-BAY"
"5046","AU-VIC-BEN"
"5047","AU-VIC-BOR"
"5048","AU-VIC-BRI"
"5049","AU-VIC-BUL"
"5050","AU-VIC-CAM"
"5051","AU-VIC-CAR"
"5052","AU-VIC-CAS"
"5053","AU-VIC-CEN"
"5054","AU-VIC-COL"
"5055","AU-VIC-COR"
"5056","AU-VIC-DAR"
"5057","AU-VIC-EAS"
"5058","AU-VIC-FAC"
"5059","AU-VIC-FRA"
"5060","AU-VIC-FRE"
"5061","AU-VIC-GAN"
"5062","AU-VIC-GBE"
"5063","AU-VIC-GDA"
"5064","AU-VIC-GEI"
"5065","AU-VIC-GGE"
"5066","AU-VIC-GLG"
"5067","AU-VIC-GOL"
"5068","AU-VIC-GSH"
"5069","AU-VIC-HEP"
"5070","AU-VIC-HIN"
"5071","AU-VIC-HOB"
"5072","AU-VIC-HOR"
"5073","AU-VIC-HOT"
"5074","AU-VIC-HUM"
"5075","AU-VIC-IND"
"5076","AU-VIC-KIN"
"5077","AU-VIC-KNO"
"5078","AU-VIC-LAK"
"5079","AU-VIC-LAT"
"5080","AU-VIC-LJP"
"5081","AU-VIC-LOD"
"5082","AU-VIC-MAC"
"5083","AU-VIC-MAN"
"5084","AU-VIC-MAR"
"5085","AU-VIC-MBB"
"5086","AU-VIC-MBU"
"5087","AU-VIC-MBY"
"5088","AU-VIC-MEL"
"5089","AU-VIC-MIL"
"5090","AU-VIC-MIT"
"5091","AU-VIC-MLT"
"5092","AU-VIC-MNS"
"5093","AU-VIC-MOI"
"5094","AU-VIC-MON"
"5095","AU-VIC-MOO"
"5096","AU-VIC-MOR"
"5097","AU-VIC-MOU"
"5098","AU-VIC-MOY"
"5099","AU-VIC-MPE"
"5100","AU-VIC-MUR"
"5101","AU-VIC-MVA"
"5102","AU-VIC-NIL"
"5103","AU-VIC-NOR"
"5104","AU-VIC-POR"
"5105","AU-VIC-PYR"
"5106","AU-VIC-QUE"
